"","embryo_time","cell_type"
"1061",405,"ASG_AWA"
"1062",550,"ADL"
"1063",230,NA
"1064",260,"Neuroblast_ASE_ASJ_AUA"
"1065",245,NA
"1066",380,"ADL"
"1067",170,NA
"1068",300,"ADL_parent"
"1069",195,NA
"1070",350,"ASH"
"1071",450,"ADL"
"1072",245,"Neuroblast_ASE_ASJ_AUA"
"1073",260,"Neuroblast_ASG_AWA"
"1074",270,"ASK_parent"
"1075",385,"ASG"
"1076",260,"Neuroblast_ASE_ASJ_AUA"
"1077",425,"AWC"
"1078",260,NA
"1079",400,"ADF_AWB"
"1080",450,"ASG"
"1081",300,"Neuroblast_AFD_RMD"
"1082",230,NA
"1083",380,"ASJ"
"1084",530,"AFD"
"1085",450,"ASE"
"1086",435,"ASG"
"1087",390,"ASG_AWA"
"1088",350,"ASK_parent"
"1089",345,"Neuroblast_ASJ_AUA"
"1090",310,"ASE_parent"
"1091",415,"AWB"
"1092",360,"AFD"
"1093",230,NA
"1094",320,"Neuroblast_ASJ_AUA"
"1095",300,"ASI_parent"
"1096",350,"ASH"
"1097",260,NA
"1098",320,"ASK_parent"
"1099",360,"ASI_parent"
"1100",350,"AWC"
"1101",320,"Neuroblast_ASJ_AUA"
"1102",200,NA
"1103",350,"ASH"
"1104",290,"ASK_parent"
"1105",370,"ASG_AWA"
"1106",550,"AWC"
"1107",350,"ASE_parent"
"1108",415,"AWC"
"1109",310,"ASE_parent"
"1110",380,"ASE"
"1111",470,"ASE"
"1112",350,"ADF_AWB"
"1113",230,NA
"1114",310,"ASI_parent"
"1115",405,"ASG_AWA"
"1116",350,"ADF_AWB"
"1117",260,NA
"1118",390,"ASK"
"1119",320,"Neuroblast_ASJ_AUA"
"1120",190,NA
"1121",300,"Neuroblast_ASJ_AUA"
"1122",380,"ASI_parent"
"1123",350,"ASJ"
"1124",440,"ASG"
"1125",320,"ADL_parent"
"1126",260,"Neuroblast_ASG_AWA"
"1127",170,NA
"1128",260,NA
"1129",390,"ADF_AWB"
"1130",265,NA
"1131",400,"ASH"
"1132",210,"Neuroblast_ASE_ASJ_AUA"
"1133",450,"ASE"
"1134",360,"ASI_parent"
"1135",405,"ASJ"
"1136",410,"ADF_AWB"
"1137",275,NA
"1138",350,"ADL"
"1139",200,NA
"1140",295,"Neuroblast_ADF_AWB"
"1141",260,NA
"1142",415,"AWC"
"1143",450,"ASK"
"1144",620,"ASI"
"1145",405,"ASE"
"1146",225,NA
"1147",450,"AWC"
"1148",270,"ASK_parent"
"1149",245,NA
"1150",390,"ASG_AWA"
"1151",380,"AFD"
"1152",230,"Neuroblast_AFD_RMD"
"1153",260,NA
"1154",425,"ASG"
"1155",300,"Neuroblast_ASG_AWA"
"1156",220,NA
"1157",365,"AWC"
"1158",320,"ADL_parent"
"1159",170,NA
"1160",345,"ASE_parent"
"1161",405,"AFD"
"1162",200,"Neuroblast_ASE_ASJ_AUA"
"1163",550,"ASG"
"1164",265,NA
"1165",410,NA
"1166",405,"ASH"
"1167",450,"ADL"
"1168",380,"AWC"
"1169",470,"AWA"
"1170",550,"AFD"
"1171",300,"Neuroblast_ASJ_AUA"
"1172",260,NA
"1173",260,NA
"1174",230,NA
"1175",400,"AWB"
"1176",260,"Neuroblast_AFD_RMD"
"1177",360,"ADL"
"1178",450,"ASI"
"1179",450,"ASJ"
"1180",365,"AUA"
"1181",420,"ASE"
"1182",620,"AFD"
"1183",260,"Neuroblast_ADF_AWB"
"1184",270,"ADL_parent"
"1185",310,"ASI_parent"
"1186",225,NA
"1187",350,"AFD"
"1188",290,NA
"1189",260,NA
"1190",430,"ASH"
"1191",200,NA
"1192",280,"Neuroblast_ADF_AWB"
"1193",350,"AWC"
"1194",380,"ASI_parent"
"1195",260,"Neuroblast_ASE_ASJ_AUA"
"1196",410,"AWC"
"1197",390,"AUA"
"1198",380,"AFD"
"1199",260,"Neuroblast_AFD_RMD"
"1200",190,NA
"1201",550,"ADL"
"1202",350,"ASI_parent"
"1203",210,NA
"1204",320,"AFD"
"1205",345,"ASE_parent"
"1206",325,"ASE_parent"
"1207",300,"ASE_parent"
"1208",385,"ADL"
"1209",260,"Neuroblast_ASG_AWA"
"1210",230,NA
"1211",230,NA
"1212",265,"ADL_parent"
"1213",365,"ASK_parent"
"1214",550,"AFD"
"1215",260,"Neuroblast_ADF_AWB"
"1216",400,"ADF_AWB"
"1217",175,NA
"1218",345,"Neuroblast_ASJ_AUA"
"1219",350,"AFD"
"1220",380,"ADL"
"1221",415,"ASJ"
"1222",380,"AWA"
"1223",530,"ASI"
"1224",340,"ASI_parent"
"1225",220,NA
"1226",365,"ASI_parent"
"1227",365,"AWC"
"1228",355,"ADL"
"1229",170,NA
"1230",200,"Neuroblast_ASE_ASJ_AUA"
"1231",190,NA
"1232",385,"ASG_AWA"
"1233",350,"ASJ"
"1234",300,"Neuroblast_ASG_AWA"
"1235",550,"ASG"
"1236",245,NA
"1237",340,"ASH"
"1238",290,"ADL_parent"
"1239",415,"ASH"
"1240",550,"AFD"
"1241",370,"ASI_parent"
"1242",360,"AFD"
"1243",335,"ASE_parent"
"1244",175,NA
"1245",270,"ASK_parent"
"1246",350,"ASI_parent"
"1247",260,"Neuroblast_ADF_AWB"
"1248",200,NA
"1249",300,"ADL_parent"
"1250",285,"Neuroblast_ASJ_AUA"
"1251",220,NA
"1252",190,NA
"1253",310,"ASE_parent"
"1254",360,"ASG_AWA"
"1255",360,"ASK_parent"
"1256",375,"ADF_AWB"
"1257",260,"Neuroblast_AFD_RMD"
"1258",300,"Neuroblast_ASG_AWA"
"1259",270,NA
"1260",550,"ASG"
"1261",390,"ADF_AWB"
"1262",415,"AWB"
"1263",300,"Neuroblast_ASG_AWA"
"1264",330,"ASE_parent"
"1265",365,"ASK_parent"
"1266",285,"Neuroblast_ASG_AWA"
"1267",390,"AFD"
"1268",520,"ASH"
"1269",450,"ASE"
"1270",260,NA
"1271",270,"Neuroblast_ADF_AWB"
"1272",380,"AWC"
"1273",245,NA
"1274",230,"Neuroblast_ASE_ASJ_AUA"
"1275",450,"ADF"
"1276",260,"Neuroblast_ADF_AWB"
"1277",260,"Neuroblast_ASE_ASJ_AUA"
"1278",620,"ASH"
"1279",300,"Neuroblast_ADF_AWB"
"1280",425,"ADF"
"1281",350,"ASH"
"1282",425,"ADF"
"1283",270,"Neuroblast_ASG_AWA"
"1284",300,"Neuroblast_ADF_AWB"
"1285",390,"ASG_AWA"
"1286",300,"Neuroblast_ADF_AWB"
"1287",280,"Neuroblast_AFD_RMD"
"1288",385,"AUA"
"1289",360,"ASE_parent"
"1290",330,"ASE_parent"
"1291",370,"ASI_parent"
"1292",620,"ASE"
"1293",265,"Neuroblast_AFD_RMD"
"1294",245,NA
"1295",260,NA
"1296",350,"ADL"
"1297",260,"Neuroblast_ADF_AWB"
"1298",380,"ADL"
"1299",420,"ASK"
"1300",390,"AUA"
"1301",220,NA
"1302",245,NA
"1303",215,"Neuroblast_ASE_ASJ_AUA"
"1304",375,"ASH"
"1305",240,"Neuroblast_AFD_RMD"
"1306",245,"Neuroblast_AFD_RMD"
"1307",510,"AFD"
"1308",360,"AFD"
"1309",345,"ASI_parent"
"1310",410,"ASJ"
"1311",300,"ASE_parent"
"1312",360,"ASH"
"1313",330,"ASE_parent"
"1314",380,"AWB"
"1315",275,"Neuroblast_AFD_RMD"
"1316",320,"AFD"
"1317",450,"ADF"
"1318",290,"Neuroblast_ASJ_AUA"
"1319",345,NA
"1320",310,"Neuroblast_ADF_AWB"
"1321",185,NA
"1322",585,"AFD"
"1323",385,"ASG_AWA"
"1324",370,"AWC"
"1325",380,"ASJ"
"1326",345,"Neuroblast_ASJ_AUA"
"1327",400,"ASJ"
"1328",275,"Neuroblast_ASG_AWA"
"1329",350,"ASG_AWA"
"1330",190,NA
"1331",700,"ASER"
"1332",425,"AWC"
"1333",350,"ADL"
"1334",290,"ADL_parent"
"1335",380,"ASH"
"1336",270,NA
"1337",245,"Neuroblast_AFD_RMD"
"1338",320,"ADL"
"1339",520,"AWC"
"1340",295,"ASI_parent"
"1341",385,"ADF_AWB"
"1342",350,"ASH"
"1343",700,"ASK"
"1344",220,NA
"1345",640,"ASH"
"1346",585,"ADL"
"1347",270,"ASI_parent"
"1348",380,"ASJ"
"1349",355,"ASK_parent"
"1350",370,"ADF_AWB"
"1351",405,"ASH"
"1352",295,"ASK_parent"
"1353",195,NA
"1354",260,"Neuroblast_AFD_RMD"
"1355",215,"Neuroblast_ASE_ASJ_AUA"
"1356",320,"Neuroblast_ASJ_AUA"
"1357",300,"ASI_parent"
"1358",260,NA
"1359",435,"ASI"
"1360",330,"ASI_parent"
"1361",260,"Neuroblast_ASE_ASJ_AUA"
"1362",260,NA
"1363",360,"ADL"
"1364",190,NA
"1365",345,"ASH"
"1366",450,"AFD"
"1367",260,NA
"1368",470,"ADF"
"1369",230,NA
"1370",175,NA
"1371",260,"Neuroblast_ADF_AWB"
"1372",220,"Neuroblast_ASE_ASJ_AUA"
"1373",410,"ADL"
"1374",230,NA
"1375",370,"ADL"
"1376",200,NA
"1377",290,"Neuroblast_ASJ_AUA"
"1378",350,"ASJ"
"1379",260,"Neuroblast_ADF_AWB"
"1380",220,NA
"1381",415,"ASH"
"1382",425,"AWC"
"1383",185,NA
"1384",230,NA
"1385",450,"AWB"
"1386",215,NA
"1387",290,"Neuroblast_ASJ_AUA"
"1388",340,"ASE_parent"
"1389",260,NA
"1390",390,"ASH"
"1391",425,"ASG"
"1392",290,NA
"1393",260,NA
"1394",290,"ASK_parent"
"1395",400,"ADF_AWB"
"1396",285,NA
"1397",405,"AWC"
"1398",260,"ADL_parent"
"1399",260,NA
"1400",170,NA
"1401",170,NA
"1402",510,"AFD"
"1403",275,"Neuroblast_ASG_AWA"
"1404",215,NA
"1405",260,"Neuroblast_ASE_ASJ_AUA"
"1406",490,"ADF"
"1407",285,"Neuroblast_ADF_AWB"
"1408",300,"ASE_parent"
"1409",270,"ADL_parent"
"1410",300,"Neuroblast_ASJ_AUA"
"1411",450,"ADL"
"1412",550,"ASE"
"1413",190,NA
"1414",220,NA
"1415",365,"AUA"
"1416",550,"ASH"
"1417",200,NA
"1418",300,"Neuroblast_ASG_AWA"
"1419",385,"ASI_parent"
"1420",390,"ASK"
"1421",330,NA
"1422",270,"Neuroblast_AFD_RMD"
"1423",360,"ASI_parent"
"1424",260,"Neuroblast_ADF_AWB"
"1425",270,"Neuroblast_AFD_RMD"
"1426",230,"Neuroblast_AFD_RMD"
"1427",500,"ADL"
"1428",270,"ASK_parent"
"1429",225,NA
"1430",330,"ASK_parent"
"1431",270,"Neuroblast_ADF_AWB"
"1432",340,"ASH"
"1433",360,"ASI_parent"
"1434",390,"AFD"
"1435",300,"Neuroblast_ASG_AWA"
"1436",260,"Neuroblast_ASE_ASJ_AUA"
"1437",260,"Neuroblast_ADF_AWB"
"1438",390,"ASH"
"1439",550,"AFD"
"1440",200,NA
"1441",450,"ASE"
"1442",260,NA
"1443",320,"ASK_parent"
"1444",275,NA
"1445",400,"AWA"
"1446",190,NA
"1447",350,"AFD"
"1448",230,NA
"1449",215,NA
"1450",450,"ADL"
"1451",320,"ASG_AWA"
"1452",345,"ASE_parent"
"1453",360,"ASH"
"1454",230,NA
"1455",320,"AFD"
"1456",360,"AWC"
"1457",190,NA
"1458",470,"ASE"
"1459",205,NA
"1460",385,"AWA"
"1461",260,"Neuroblast_ASG_AWA"
"1462",390,"ASE"
"1463",290,"ASI_parent"
"1464",365,"ASI_parent"
"1465",285,"Neuroblast_ADF_AWB"
"1466",265,"Neuroblast_AFD_RMD"
"1467",290,"Neuroblast_AFD_RMD"
"1468",420,"ASJ"
"1469",190,NA
"1470",170,NA
"1471",245,"Neuroblast_ASE_ASJ_AUA"
"1472",270,NA
"1473",490,"ADF"
"1474",275,"Neuroblast_AFD_RMD"
"1475",230,"Neuroblast_AFD_RMD"
"1476",300,"ADL_parent"
"1477",260,"Neuroblast_ADF_AWB"
"1478",550,"AFD"
"1479",230,NA
"1480",390,"AFD"
"1481",275,NA
"1482",260,NA
"1483",200,NA
"1484",390,"ASH"
"1485",450,"AWA"
"1486",415,"ADF"
"1487",350,"ASE_parent"
"1488",270,NA
"1489",300,"Neuroblast_ASJ_AUA"
"1490",360,NA
"1491",360,"ASE_parent"
"1492",500,"ASK"
"1493",350,"AFD"
"1494",260,"Neuroblast_AFD_RMD"
"1495",320,"ASK_parent"
"1496",350,"ASJ"
"1497",300,"Neuroblast_ASG_AWA"
"1498",380,"ASH"
"1499",360,"ASI_parent"
"1500",275,"Neuroblast_AFD_RMD"
"1501",190,NA
"1502",360,NA
"1503",270,"Neuroblast_ADF_AWB"
"1504",585,"ASJ"
"1505",215,NA
"1506",380,"AWC"
"1507",190,NA
"1508",380,"ASE"
"1509",415,"AWB"
"1510",350,"ADL"
"1511",300,"ASI_parent"
"1512",450,"ASJ"
"1513",415,"ASJ"
"1514",450,"ASE"
"1515",320,"ASI_parent"
"1516",450,"ASJ"
"1517",410,"ASG"
"1518",230,"Neuroblast_AFD_RMD"
"1519",260,"ADL_parent"
"1520",420,"ASE"
"1521",230,NA
"1522",355,"ASE_parent"
"1523",170,NA
"1524",350,"ASE_parent"
"1525",230,NA
"1526",360,"ASJ"
"1527",490,"AWA"
"1528",290,"ASI_parent"
"1529",450,"ASE"
"1530",310,"ADL_parent"
"1531",195,NA
"1532",340,"Neuroblast_ASJ_AUA"
"1533",550,"ASJ"
"1534",270,"Neuroblast_ADF_AWB"
"1535",490,"ADL"
"1536",270,NA
"1537",275,"Neuroblast_ASG_AWA"
"1538",300,"Neuroblast_ADF_AWB"
"1539",200,NA
"1540",295,"ASI_parent"
"1541",385,"ASH"
"1542",415,"ASI"
"1543",205,NA
"1544",310,"ASI_parent"
"1545",395,"ADF_AWB"
"1546",345,"ADF_AWB"
"1547",245,"Neuroblast_ASE_ASJ_AUA"
"1548",370,"ADL"
"1549",380,"ASG_AWA"
"1550",300,NA
"1551",290,"Neuroblast_ASJ_AUA"
"1552",340,"Neuroblast_ASJ_AUA"
"1553",350,"AWC"
"1554",450,"ADF"
"1555",490,"ASJ"
"1556",385,"ASE"
"1557",370,"ADF_AWB"
"1558",300,"ASI_parent"
"1559",380,NA
"1560",425,"ASE"
"1561",365,"ASG_AWA"
"1562",230,NA
"1563",360,"ASK_parent"
"1564",265,NA
"1565",210,NA
"1566",300,"ADL_parent"
"1567",380,"ASH"
"1568",200,NA
"1569",550,"ASH"
"1570",285,"Neuroblast_ADF_AWB"
"1571",320,"Neuroblast_ADF_AWB"
"1572",450,"ASH"
"1573",370,"ASH"
"1574",410,"ASE"
"1575",450,"ASJ"
"1576",245,"Neuroblast_AFD_RMD"
"1577",275,"Neuroblast_ASJ_AUA"
"1578",365,"ASI_parent"
"1579",490,"ASH"
"1580",640,"AWC"
"1581",170,NA
"1582",190,NA
"1583",420,"AWC"
"1584",410,"ASI"
"1585",450,"ADF"
"1586",510,"AFD"
"1587",380,"ASJ"
"1588",300,"ADL_parent"
"1589",550,"ADL"
"1590",280,"Neuroblast_ADF_AWB"
"1591",325,"AFD"
"1592",270,"Neuroblast_AFD_RMD"
"1593",265,NA
"1594",190,NA
"1595",175,NA
"1596",320,"ASK_parent"
"1597",300,"Neuroblast_ASJ_AUA"
"1598",200,NA
"1599",180,NA
"1600",380,"ASH"
"1601",550,"ADF"
"1602",320,"AFD"
"1603",260,"Neuroblast_ASE_ASJ_AUA"
"1604",260,"Neuroblast_ASG_AWA"
"1605",380,"ASG_AWA"
"1606",170,NA
"1607",370,"ASI_parent"
"1608",330,"ASE_parent"
"1609",260,"Neuroblast_ASG_AWA"
"1610",470,"ADL"
"1611",195,NA
"1612",620,"ASJ"
"1613",230,NA
"1614",420,"AFD"
"1615",420,"ADF"
"1616",295,NA
"1617",350,"AFD"
"1618",380,"ADF_AWB"
"1619",280,NA
"1620",280,"Neuroblast_ADF_AWB"
"1621",415,"AWC"
"1622",260,NA
"1623",390,"AWA"
"1624",450,"AWC"
"1625",360,"ASG_AWA"
"1626",350,"AFD"
"1627",350,"ADL"
"1628",260,NA
"1629",350,"ADL"
"1630",390,"ADF_AWB"
"1631",385,"AWC"
"1632",420,"AWB"
"1633",220,NA
"1634",225,NA
"1635",260,NA
"1636",345,"AFD"
"1637",230,NA
"1638",410,"ADF_AWB"
"1639",270,"Neuroblast_ADF_AWB"
"1640",410,"ASK"
"1641",435,"AWC"
"1642",170,NA
"1643",280,NA
"1644",415,"AWC"
"1645",325,"ASE_parent"
"1646",275,NA
"1647",195,NA
"1648",490,"ADL"
"1649",550,"AWB"
"1650",285,NA
"1651",325,"ASK_parent"
"1652",310,NA
"1653",260,NA
"1654",190,NA
"1655",520,"ADL"
"1656",170,NA
"1657",275,"Neuroblast_AFD_RMD"
"1658",410,"ASJ"
"1659",390,"ASH"
"1660",320,"ASE_parent"
"1661",215,"Neuroblast_ASE_ASJ_AUA"
"1662",300,"ADL_parent"
"1663",320,"ASE_parent"
"1664",380,"AFD"
"1665",520,"ASH"
"1666",245,NA
"1667",385,"ADF_AWB"
"1668",380,"AFD"
"1669",320,"AFD"
"1670",390,"ADF_AWB"
"1671",375,"ADF_AWB"
"1672",300,"ASE_parent"
"1673",345,"ASI_parent"
"1674",630,"ADF"
"1675",300,"AFD"
"1676",230,NA
"1677",370,"ADF_AWB"
"1678",380,"ADL"
"1679",415,"AWB"
"1680",350,"ADL"
"1681",245,NA
"1682",350,"AFD"
"1683",370,"AWC"
"1684",440,"ASK"
"1685",420,"AWB"
"1686",270,"ASK_parent"
"1687",230,NA
"1688",395,"ADF_AWB"
"1689",355,"AUA"
"1690",300,"Neuroblast_ASJ_AUA"
"1691",270,NA
"1692",355,"ASI_parent"
"1693",215,"Neuroblast_ASE_ASJ_AUA"
"1694",550,"AFD"
"1695",440,"ASH"
"1696",330,"ASK_parent"
"1697",260,"Neuroblast_ADF_AWB"
"1698",225,NA
"1699",355,"AUA"
"1700",350,"ASH"
"1701",390,"AWB"
"1702",170,NA
"1703",300,"ADL_parent"
"1704",295,"ASK_parent"
"1705",350,"AFD"
"1706",390,"AFD"
"1707",175,NA
"1708",585,"AWC"
"1709",285,"Neuroblast_AFD_RMD"
"1710",350,"AFD"
"1711",320,"Neuroblast_ADF_AWB"
"1712",350,"AWC"
"1713",330,"ASK_parent"
"1714",390,"ADF_AWB"
"1715",415,"ASE"
"1716",230,NA
"1717",350,"ASE_parent"
"1718",390,"ASG"
"1719",260,NA
"1720",360,"ASI_parent"
"1721",410,"AWC"
"1722",370,"ASI_parent"
"1723",500,"ASJ"
"1724",230,NA
"1725",440,"ASJ"
"1726",400,"AUA"
"1727",370,"ASE"
"1728",300,"ADL_parent"
"1729",170,NA
"1730",230,"Neuroblast_AFD_RMD"
"1731",405,"AWC"
"1732",365,"ASI_parent"
"1733",415,"ASE"
"1734",440,"ADL"
"1735",260,"Neuroblast_ASE_ASJ_AUA"
"1736",405,"AWC"
"1737",345,"Neuroblast_ASJ_AUA"
"1738",390,"ADF_AWB"
"1739",405,"ADF_AWB"
"1740",260,NA
"1741",390,"AWC"
"1742",315,"ASE_parent"
"1743",230,NA
"1744",300,"ADL_parent"
"1745",365,NA
"1746",340,"ADL"
"1747",340,NA
"1748",490,"ASI"
"1749",260,"Neuroblast_ADF_AWB"
"1750",270,"ADL_parent"
"1751",190,NA
"1752",310,"ASK_parent"
"1753",205,NA
"1754",270,"Neuroblast_ADF_AWB"
"1755",500,"AWA"
"1756",345,"ASI_parent"
"1757",165,NA
"1758",225,NA
"1759",360,"AFD"
"1760",350,"ASH"
"1761",300,"ASK_parent"
"1762",310,"ADL_parent"
"1763",365,"AWC"
"1764",350,"AWC"
"1765",350,"ASG_AWA"
"1766",310,"ASK_parent"
"1767",380,"ASG_AWA"
"1768",270,"Neuroblast_AFD_RMD"
"1769",195,NA
"1770",490,"ADL"
"1771",370,"ASI_parent"
"1772",425,"ASK"
"1773",390,"AWA"
"1774",260,"Neuroblast_ASG_AWA"
"1775",300,"Neuroblast_ASG_AWA"
"1776",530,"AFD"
"1777",310,"ASI_parent"
"1778",300,"ADL_parent"
"1779",320,"ADL_parent"
"1780",350,"ASJ"
"1781",270,NA
"1782",410,"ADF_AWB"
"1783",210,NA
"1784",195,NA
"1785",220,NA
"1786",380,"ASG_AWA"
"1787",350,"AWC"
"1788",260,"Neuroblast_ADF_AWB"
"1789",370,"ASH"
"1790",380,"AWA"
"1791",450,"ASG"
"1792",300,"Neuroblast_ADF_AWB"
"1793",290,"Neuroblast_ASG_AWA"
"1794",450,"ASJ"
"1795",420,"AUA"
"1796",200,NA
"1797",420,"ASE"
"1798",355,"AUA"
"1799",410,"ASJ"
"1800",450,"ADL"
"1801",260,NA
"1802",345,"ASH"
"1803",170,NA
"1804",415,"ASJ"
"1805",620,"AWC"
"1806",310,"AFD"
"1807",300,"ADL_parent"
"1808",450,"AFD"
"1809",450,"ADL"
"1810",390,"AWA"
"1811",410,"ASG"
"1812",350,"ASH"
"1813",360,"ASJ"
"1814",490,"AWC"
"1815",360,"ADL"
"1816",220,NA
"1817",440,"ADL"
"1818",455,"AUA"
"1819",320,"AFD"
"1820",215,NA
"1821",180,NA
"1822",440,"ASH"
"1823",265,"Neuroblast_AFD_RMD"
"1824",265,NA
"1825",270,"Neuroblast_ADF_AWB"
"1826",425,"ADL"
"1827",345,"ASH"
"1828",345,"AWC"
"1829",375,"ASK_parent"
"1830",190,NA
"1831",195,NA
"1832",190,NA
"1833",260,"Neuroblast_ADF_AWB"
"1834",385,"AWC"
"1835",270,"Neuroblast_ADF_AWB"
"1836",375,"ADF_AWB"
"1837",290,"ASK_parent"
"1838",160,NA
"1839",350,"ASG_AWA"
"1840",360,"ASE"
"1841",500,"AUA"
"1842",260,NA
"1843",300,"ADL_parent"
"1844",190,NA
"1845",385,"ADL"
"1846",425,"ASE"
"1847",260,"Neuroblast_ASG_AWA"
"1848",330,"Neuroblast_ASJ_AUA"
"1849",260,"Neuroblast_ASE_ASJ_AUA"
"1850",340,"ASI_parent"
"1851",355,"ASK_parent"
"1852",420,"ADF"
"1853",245,"Neuroblast_AFD_RMD"
"1854",490,"ADF"
"1855",260,"Neuroblast_ASE_ASJ_AUA"
"1856",410,"ASI"
"1857",375,"ASE"
"1858",205,NA
"1859",375,"AWC"
"1860",300,"ASK_parent"
"1861",280,NA
"1862",380,"AFD"
"1863",380,"ASG_AWA"
"1864",185,NA
"1865",210,"Neuroblast_ASE_ASJ_AUA"
"1866",215,"Neuroblast_ASE_ASJ_AUA"
"1867",385,NA
"1868",320,"ASE_parent"
"1869",365,"ASE_parent"
"1870",290,"ASK_parent"
"1871",360,"ASJ"
"1872",450,"ASJ"
"1873",320,"Neuroblast_ASJ_AUA"
"1874",400,"ADF_AWB"
"1875",260,"Neuroblast_ASG_AWA"
"1876",310,"ADL_parent"
"1877",490,"ASK"
"1878",355,"ADL"
"1879",380,"ASH"
"1880",420,"ASK"
"1881",320,"ASE_parent"
"1882",390,"ASK"
"1883",290,"Neuroblast_ASJ_AUA"
"1884",550,"AFD"
"1885",265,"Neuroblast_ASG_AWA"
"1886",320,"Neuroblast_ASJ_AUA"
"1887",260,NA
"1888",285,NA
"1889",290,"ADL_parent"
"1890",215,NA
"1891",450,"AWC"
"1892",300,"ASE_parent"
"1893",350,"ASE_parent"
"1894",280,"Neuroblast_ASG_AWA"
"1895",390,"AFD"
"1896",350,"ADL"
"1897",380,"ASJ"
"1898",260,"Neuroblast_ASG_AWA"
"1899",380,"ASI_parent"
"1900",280,"Neuroblast_ASJ_AUA"
"1901",270,"Neuroblast_ADF_AWB"
"1902",230,NA
"1903",360,"AUA"
"1904",180,NA
"1905",410,"ADL"
"1906",300,"ADL_parent"
"1907",360,"ASI_parent"
"1908",390,"ASH"
"1909",270,"Neuroblast_ADF_AWB"
"1910",225,NA
"1911",380,"ASE"
"1912",295,"ASI_parent"
"1913",490,"AWC"
"1914",405,"ADL"
"1915",280,"Neuroblast_ADF_AWB"
"1916",320,"ASE_parent"
"1917",190,NA
"1918",260,NA
"1919",320,"Neuroblast_ASG_AWA"
"1920",385,"AWA"
"1921",285,"Neuroblast_ASJ_AUA"
"1922",170,NA
"1923",270,"Neuroblast_ASG_AWA"
"1924",300,"ASI_parent"
"1925",290,NA
"1926",260,NA
"1927",415,"AFD"
"1928",275,"ASI_parent"
"1929",230,NA
"1930",405,"AWC"
"1931",260,NA
"1932",260,NA
"1933",380,"ADL"
"1934",435,"ADF"
"1935",450,"ADF"
"1936",450,"ADF"
"1937",550,"AFD"
"1938",450,"ASE"
"1939",285,NA
"1940",245,NA
"1941",360,"ASK_parent"
"1942",355,"AUA"
"1943",390,"ASK"
"1944",245,"Neuroblast_AFD_RMD"
"1945",195,NA
"1946",380,"AWA"
"1947",265,"ADL_parent"
"1948",380,"AWA"
"1949",350,"ASH"
"1950",395,"ADF_AWB"
"1951",230,NA
"1952",270,"Neuroblast_AFD_RMD"
"1953",375,"ADL"
"1954",290,"Neuroblast_ADF_AWB"
"1955",180,NA
"1956",270,NA
"1957",550,"AFD"
"1958",220,NA
"1959",360,"AWC"
"1960",290,"ADL_parent"
"1961",230,NA
"1962",275,"Neuroblast_AFD_RMD"
"1963",330,"Neuroblast_ASJ_AUA"
"1964",360,"ASI_parent"
"1965",395,"ADF_AWB"
"1966",415,"ASH"
"1967",290,NA
"1968",550,"ASG"
"1969",470,"ASH"
"1970",380,"ASE"
"1971",370,"AUA"
"1972",300,"ASE_parent"
"1973",345,"ASG_AWA"
"1974",350,"ASI_parent"
"1975",285,"Neuroblast_ASJ_AUA"
"1976",450,"ASH"
"1977",330,"ASE_parent"
"1978",225,NA
"1979",300,"ADL_parent"
"1980",170,NA
"1981",245,NA
"1982",385,"ASE"
"1983",335,"ASE_parent"
"1984",420,"AWB"
"1985",490,"ASG"
"1986",345,"Neuroblast_ASJ_AUA"
"1987",190,NA
"1988",360,"ADF_AWB"
"1989",260,"Neuroblast_ASG_AWA"
"1990",270,"Neuroblast_ASG_AWA"
"1991",385,"AWA"
"1992",760,"ASJ"
"1993",300,"Neuroblast_ASJ_AUA"
"1994",440,"ADL"
"1995",350,"Neuroblast_ASJ_AUA"
"1996",265,NA
"1997",300,"ADL_parent"
"1998",350,"Neuroblast_ASJ_AUA"
"1999",490,"ADL"
"2000",310,"AFD"
"2001",355,"AUA"
"2002",350,"ASH"
"2003",430,"AFD"
"2004",585,"AFD"
"2005",300,"ASI_parent"
"2006",300,"ASI_parent"
"2007",450,"ASI"
"2008",270,NA
"2009",320,"ASE_parent"
"2010",300,"Neuroblast_ASJ_AUA"
"2011",220,NA
"2012",190,NA
"2013",300,"Neuroblast_ASG_AWA"
"2014",175,NA
"2015",415,"ASK"
"2016",360,"ADL"
"2017",270,NA
"2018",385,"AWA"
"2019",360,"AUA"
"2020",345,"AWC"
"2021",635,"ASH"
"2022",385,"ADL"
"2023",245,"Neuroblast_AFD_RMD"
"2024",335,"ASI_parent"
"2025",260,"Neuroblast_ADF_AWB"
"2026",320,"ASE_parent"
"2027",640,"AFD"
"2028",260,NA
"2029",225,NA
"2030",340,"AFD"
"2031",300,"ADL_parent"
"2032",280,"Neuroblast_ADF_AWB"
"2033",375,"AFD"
"2034",350,"ASH"
"2035",450,"ASG"
"2036",405,"AWA"
"2037",325,"ASI_parent"
"2038",395,"ASG_AWA"
"2039",320,"ADL_parent"
"2040",300,"Neuroblast_ASJ_AUA"
"2041",300,"Neuroblast_ASG_AWA"
"2042",185,NA
"2043",275,"Neuroblast_AFD_RMD"
"2044",375,"ASK_parent"
"2045",350,"AWC"
"2046",170,NA
"2047",230,"Neuroblast_AFD_RMD"
"2048",380,"AWC"
"2049",390,"ADL"
